testId,method,arraySize,subsetSize,repetitionId,beginTestTicks,endTestTicks,elapsedTicks,elapsedMilliseconds
0,heap,100000,41,18,638896093640184794,638896093640288388,103594,10.3594
0,sorting,100000,41,19,638896093640290770,638896093640389447,98677,9.8677
0,heap,100000,41,19,638896093640391115,638896093640490151,99036,9.9036
0,sorting,100000,41,20,638896093640491405,638896093640585510,94105,9.4105
0,heap,100000,41,20,638896093640586630,638896093640684974,98344,9.8344
0,sorting,100000,79,1,638896093640687110,638896093640781159,94049,9.4049
0,heap,100000,79,1,638896093640782868,638896093640876575,93707,9.3707
0,sorting,100000,79,2,638896093640877854,638896093640971099,93245,9.3245
0,heap,100000,79,2,638896093640972326,638896093641065932,93606,9.3606
0,sorting,100000,79,3,638896093641067346,638896093641167504,100158,10.0158
0,heap,100000,79,3,638896093641169873,638896093641263687,93814,9.3814
0,sorting,100000,79,4,638896093641265213,638896093641361585,96372,9.6372
0,heap,100000,79,4,638896093641363897,638896093641457238,93341,9.3341
0,sorting,100000,79,5,638896093641458932,638896093641553350,94418,9.4418
0,heap,100000,79,5,638896093641554643,638896093641647994,93351,9.3351
0,sorting,100000,79,6,638896093641649221,638896093641748955,99734,9.9734
0,heap,100000,79,6,638896093641751386,638896093641845027,93641,9.3641
0,sorting,100000,79,7,638896093641846768,638896093641941651,94883,9.4883
0,heap,100000,79,7,638896093641943119,638896093642036561,93442,9.3442
0,sorting,100000,79,8,638896093642037861,638896093642131625,93764,9.3764
0,heap,100000,79,8,638896093642132901,638896093642234812,101911,10.1911
0,sorting,100000,79,9,638896093642237271,638896093642334322,97051,9.7051
0,heap,100000,79,9,638896093642335865,638896093642434112,98247,9.8247
0,sorting,100000,79,10,638896093642435365,638896093642532815,97450,9.745
0,heap,100000,79,10,638896093642534042,638896093642628004,93962,9.3962
0,sorting,100000,79,11,638896093642629178,638896093642725801,96623,9.6623
0,heap,100000,79,11,638896093642728592,638896093642855739,127147,12.7147
0,sorting,100000,79,12,638896093642858622,638896093642958920,100298,10.0298
0,heap,100000,79,12,638896093642960952,638896093643058691,97739,9.7739
0,sorting,100000,79,13,638896093643060156,638896093643157415,97259,9.7259
0,heap,100000,79,13,638896093643158625,638896093643258036,99411,9.9411
0,sorting,100000,79,14,638896093643260203,638896093643363694,103491,10.3491
0,heap,100000,79,14,638896093643366061,638896093643463903,97842,9.7842
0,sorting,100000,79,15,638896093643465514,638896093643563007,97493,9.7493
0,heap,100000,79,15,638896093643564246,638896093643658998,94752,9.4752
0,sorting,100000,79,16,638896093643660472,638896093643757239,96767,9.6767
0,heap,100000,79,16,638896093643759739,638896093643853555,93816,9.3816
0,sorting,100000,79,17,638896093643855556,638896093643950154,94598,9.4598
0,heap,100000,79,17,638896093643951550,638896093644045201,93651,9.3651
0,sorting,100000,79,18,638896093644046440,638896093644139552,93112,9.3112
0,heap,100000,79,18,638896093644141471,638896093644245633,104162,10.4162
0,sorting,100000,79,19,638896093644248059,638896093644342459,94400,9.44
0,heap,100000,79,19,638896093644344035,638896093644437639,93604,9.3604
0,sorting,100000,79,20,638896093644438759,638896093644532239,93480,9.348
0,heap,100000,79,20,638896093644533526,638896093644626762,93236,9.3236
0,sorting,100000,157,1,638896093644627776,638896093644724223,96447,9.6447
0,heap,100000,157,1,638896093644726846,638896093644827818,100972,10.0972
0,sorting,100000,157,2,638896093644830332,638896093644925358,95026,9.5026
0,heap,100000,157,2,638896093644927110,638896093645022694,95584,9.5584
0,sorting,100000,157,3,638896093645023968,638896093645118337,94369,9.4369
0,heap,100000,157,3,638896093645119524,638896093645216153,96629,9.6629
0,sorting,100000,157,4,638896093645218191,638896093645313504,95313,9.5313
0,heap,100000,157,4,638896093645314996,638896093645409757,94761,9.4761
0,sorting,100000,157,5,638896093645411107,638896093645504985,93878,9.3878
0,heap,100000,157,5,638896093645506265,638896093645601810,95545,9.5545
0,sorting,100000,157,6,638896093645603049,638896093645696656,93607,9.3607
0,heap,100000,157,6,638896093645698040,638896093645799970,101930,10.193
0,sorting,100000,157,7,638896093645802708,638896093645898987,96279,9.6279
0,heap,100000,157,7,638896093645901277,638896093646039717,138440,13.844
0,sorting,100000,157,8,638896093646042154,638896093646162146,119992,11.9992
0,heap,100000,157,8,638896093646164260,638896093646271258,106998,10.6998
0,sorting,100000,157,9,638896093646274196,638896093646377415,103219,10.3219
0,heap,100000,157,9,638896093646379891,638896093646477540,97649,9.7649
0,sorting,100000,157,10,638896093646479298,638896093646572579,93281,9.3281
0,heap,100000,157,10,638896093646573776,638896093646667365,93589,9.3589
0,sorting,100000,157,11,638896093646668723,638896093646767470,98747,9.8747
0,heap,100000,157,11,638896093646770014,638896093646863557,93543,9.3543
0,sorting,100000,157,12,638896093646865494,638896093646959935,94441,9.4441
0,heap,100000,157,12,638896093646961506,638896093647054872,93366,9.3366
0,sorting,100000,157,13,638896093647056252,638896093647150272,94020,9.402
0,heap,100000,157,13,638896093647151617,638896093647248211,96594,9.6594
0,sorting,100000,157,14,638896093647250944,638896093647349477,98533,9.8533
0,heap,100000,157,14,638896093647352283,638896093647446607,94324,9.4324
0,sorting,100000,157,15,638896093647448837,638896093647540778,91941,9.1941
0,heap,100000,157,15,638896093647542323,638896093647632760,90437,9.0437
0,sorting,100000,157,16,638896093647634196,638896093647731604,97408,9.7408
0,heap,100000,157,16,638896093647733797,638896093647828820,95023,9.5023
0,sorting,100000,157,17,638896093647830676,638896093647924958,94282,9.4282
0,heap,100000,157,17,638896093647926448,638896093648020668,94220,9.422
0,sorting,100000,157,18,638896093648022637,638896093648117639,95002,9.5002
0,heap,100000,157,18,638896093648118988,638896093648219509,100521,10.0521
0,sorting,100000,157,19,638896093648222804,638896093648323112,100308,10.0308
0,heap,100000,157,19,638896093648325463,638896093648424009,98546,9.8546
0,sorting,100000,157,20,638896093648425998,638896093648521257,95259,9.5259
0,heap,100000,157,20,638896093648522890,638896093648617201,94311,9.4311
0,sorting,100000,307,1,638896093648618718,638896093648724307,105589,10.5589
0,heap,100000,307,1,638896093648727365,638896093648823594,96229,9.6229
0,sorting,100000,307,2,638896093648825997,638896093648922242,96245,9.6245
0,heap,100000,307,2,638896093648924174,638896093649019497,95323,9.5323
0,sorting,100000,307,3,638896093649021455,638896093649116341,94886,9.4886
0,heap,100000,307,3,638896093649117977,638896093649214934,96957,9.6957
0,sorting,100000,307,4,638896093649218191,638896093649318369,100178,10.0178
0,heap,100000,307,4,638896093649321197,638896093649416375,95178,9.5178
0,sorting,100000,307,5,638896093649418793,638896093649514582,95789,9.5789
0,heap,100000,307,5,638896093649516564,638896093649610502,93938,9.3938
0,sorting,100000,307,6,638896093649612266,638896093649710916,98650,9.865
0,heap,100000,307,6,638896093649714024,638896093649815108,101084,10.1084
0,sorting,100000,307,7,638896093649817986,638896093649917259,99273,9.9273
0,heap,100000,307,7,638896093649919633,638896093650016545,96912,9.6912
0,sorting,100000,307,8,638896093650018471,638896093650112342,93871,9.3871
0,heap,100000,307,8,638896093650114169,638896093650209540,95371,9.5371
0,sorting,100000,307,9,638896093650213648,638896093650325278,111630,11.163
0,heap,100000,307,9,638896093650328350,638896093650423986,95636,9.5636
0,sorting,100000,307,10,638896093650426425,638896093650520393,93968,9.3968
0,heap,100000,307,10,638896093650522255,638896093650616402,94147,9.4147
0,sorting,100000,307,11,638896093650618007,638896093650715865,97858,9.7858
0,heap,100000,307,11,638896093650719011,638896093650816617,97606,9.7606
0,sorting,100000,307,12,638896093650819140,638896093650914474,95334,9.5334
0,heap,100000,307,12,638896093650916972,638896093651011317,94345,9.4345
0,sorting,100000,307,13,638896093651013091,638896093651107028,93937,9.3937
0,heap,100000,307,13,638896093651108668,638896093651206828,98160,9.816
0,sorting,100000,307,14,638896093651210395,638896093651304702,94307,9.4307
0,heap,100000,307,14,638896093651307507,638896093651402416,94909,9.4909
0,sorting,100000,307,15,638896093651404868,638896093651499066,94198,9.4198
0,heap,100000,307,15,638896093651500746,638896093651594794,94048,9.4048
0,sorting,100000,307,16,638896093651596422,638896093651702912,106490,10.649
0,heap,100000,307,16,638896093651705961,638896093651801418,95457,9.5457
0,sorting,100000,307,17,638896093651803868,638896093651899537,95669,9.5669
0,heap,100000,307,17,638896093651901343,638896093651995782,94439,9.4439
0,sorting,100000,307,18,638896093651997838,638896093652094664,96826,9.6826
0,heap,100000,307,18,638896093652175183,638896093652269746,94563,9.4563
0,sorting,100000,307,19,638896093652272247,638896093652366833,94586,9.4586
0,heap,100000,307,19,638896093652368664,638896093652463266,94602,9.4602
0,sorting,100000,307,20,638896093652464962,638896093652562011,97049,9.7049
0,heap,100000,307,20,638896093652565443,638896093652666129,100686,10.0686
0,sorting,100000,619,1,638896093652668840,638896093652766949,98109,9.8109
0,heap,100000,619,1,638896093652770219,638896093652865665,95446,9.5446
0,sorting,100000,619,2,638896093652868054,638896093652961772,93718,9.3718
0,heap,100000,619,2,638896093652964017,638896093653062249,98232,9.8232
0,sorting,100000,619,3,638896093653067379,638896093653168809,101430,10.143
0,heap,100000,619,3,638896093653172613,638896093653270260,97647,9.7647
0,sorting,100000,619,4,638896093653273553,638896093653367522,93969,9.3969
0,heap,100000,619,4,638896093653370027,638896093653464081,94054,9.4054
0,sorting,100000,619,5,638896093653466503,638896093653565839,99336,9.9336
0,heap,100000,619,5,638896093653569564,638896093653667261,97697,9.7697
0,sorting,100000,619,6,638896093653670357,638896093653764715,94358,9.4358
0,heap,100000,619,6,638896093653767115,638896093653860661,93546,9.3546
0,sorting,100000,619,7,638896093653863062,638896093653956548,93486,9.3486
0,heap,100000,619,7,638896093653958810,638896093654056162,97352,9.7352
0,sorting,100000,619,8,638896093654060612,638896093654158143,97531,9.7531
0,heap,100000,619,8,638896093654161892,638896093654256073,94181,9.4181
0,sorting,100000,619,9,638896093654259269,638896093654353415,94146,9.4146
0,heap,100000,619,9,638896093654355977,638896093654449558,93581,9.3581
0,sorting,100000,619,10,638896093654451980,638896093654551984,100004,10.0004
0,heap,100000,619,10,638896093654555603,638896093654649687,94084,9.4084
0,sorting,100000,619,11,638896093654652882,638896093654746294,93412,9.3412
0,heap,100000,619,11,638896093654748637,638896093654842134,93497,9.3497
0,sorting,100000,619,12,638896093654844352,638896093654940708,96356,9.6356
0,heap,100000,619,12,638896093654944774,638896093655040104,95330,9.533
0,sorting,100000,619,13,638896093655043306,638896093655137191,93885,9.3885
0,heap,100000,619,13,638896093655139550,638896093655232979,93429,9.3429
0,sorting,100000,619,14,638896093655235285,638896093655329290,94005,9.4005
0,heap,100000,619,14,638896093655331591,638896093655433146,101555,10.1555
0,sorting,100000,619,15,638896093655436775,638896093655534129,97354,9.7354
0,heap,100000,619,15,638896093655537277,638896093655631641,94364,9.4364
0,sorting,100000,619,16,638896093655634054,638896093655727436,93382,9.3382
0,heap,100000,619,16,638896093655729875,638896093655823373,93498,9.3498
0,sorting,100000,619,17,638896093655826093,638896093655927973,101880,10.188
0,heap,100000,619,17,638896093655932280,638896093656029428,97148,9.7148
0,sorting,100000,619,18,638896093656032640,638896093656130194,97554,9.7554
0,heap,100000,619,18,638896093656132484,638896093656226234,93750,9.375
0,sorting,100000,619,19,638896093656228487,638896093656322896,94409,9.4409
0,heap,100000,619,19,638896093656325456,638896093656425838,100382,10.0382
0,sorting,100000,619,20,638896093656429343,638896093656527360,98017,9.8017
0,heap,100000,619,20,638896093656530485,638896093656623722,93237,9.3237
0,sorting,1000000,11,1,638896093656668545,638896093657779579,1111034,111.1034
0,heap,1000000,11,1,638896093657793583,638896093658906029,1112446,111.2446
0,sorting,1000000,11,2,638896093658920375,638896093660008458,1088083,108.8083
0,heap,1000000,11,2,638896093660021764,638896093661106604,1084840,108.484
0,sorting,1000000,11,3,638896093661120316,638896093662209822,1089506,108.9506
0,heap,1000000,11,3,638896093662222772,638896093663345458,1122686,112.2686
0,sorting,1000000,11,4,638896093663359595,638896093664464464,1104869,110.4869
0,heap,1000000,11,4,638896093664477807,638896093665574547,1096740,109.674
0,sorting,1000000,11,5,638896093665587938,638896093666684445,1096507,109.6507
0,heap,1000000,11,5,638896093666697649,638896093667787083,1089434,108.9434
0,sorting,1000000,11,6,638896093667800823,638896093668876289,1075466,107.5466
0,heap,1000000,11,6,638896093668889472,638896093669968266,1078794,107.8794
0,sorting,1000000,11,7,638896093669981546,638896093671061962,1080416,108.0416
0,heap,1000000,11,7,638896093671075894,638896093672160924,1085030,108.503
0,sorting,1000000,11,8,638896093672174234,638896093673251317,1077083,107.7083
0,heap,1000000,11,8,638896093673264704,638896093674340379,1075675,107.5675
0,sorting,1000000,11,9,638896093674353522,638896093675437067,1083545,108.3545
0,heap,1000000,11,9,638896093675450514,638896093676538314,1087800,108.78
0,sorting,1000000,11,10,638896093676550856,638896093677633865,1083009,108.3009
0,heap,1000000,11,10,638896093677645802,638896093678729381,1083579,108.3579
0,sorting,1000000,11,11,638896093678742884,638896093679834560,1091676,109.1676
0,heap,1000000,11,11,638896093679852298,638896093680936977,1084679,108.4679
0,sorting,1000000,11,12,638896093680950657,638896093682052716,1102059,110.2059
0,heap,1000000,11,12,638896093682065874,638896093683172853,1106979,110.6979
0,sorting,1000000,11,13,638896093683187862,638896093684286530,1098668,109.8668
0,heap,1000000,11,13,638896093684300325,638896093685381268,1080943,108.0943
0,sorting,1000000,11,14,638896093685393551,638896093686475184,1081633,108.1633
0,heap,1000000,11,14,638896093686487993,638896093687572156,1084163,108.4163
0,sorting,1000000,11,15,638896093687585583,638896093688692343,1106760,110.676
0,heap,1000000,11,15,638896093688705177,638896093689794702,1089525,108.9525
0,sorting,1000000,11,16,638896093689807799,638896093690899609,1091810,109.181
0,heap,1000000,11,16,638896093690913471,638896093691985571,1072100,107.21
0,sorting,1000000,11,17,638896093691999002,638896093693071827,1072825,107.2825
0,heap,1000000,11,17,638896093693085041,638896093694173108,1088067,108.8067
0,sorting,1000000,11,18,638896093694190302,638896093695276857,1086555,108.6555
0,heap,1000000,11,18,638896093695290994,638896093696382298,1091304,109.1304
0,sorting,1000000,11,19,638896093696394444,638896093697470037,1075593,107.5593
0,heap,1000000,11,19,638896093697483546,638896093698561220,1077674,107.7674
0,sorting,1000000,11,20,638896093698574612,638896093699660655,1086043,108.6043
0,heap,1000000,11,20,638896093699672359,638896093700775295,1102936,110.2936
0,sorting,1000000,19,1,638896093700788226,638896093701876386,1088160,108.816
0,heap,1000000,19,1,638896093701888628,638896093702961915,1073287,107.3287
0,sorting,1000000,19,2,638896093702975278,638896093704088955,1113677,111.3677
0,heap,1000000,19,2,638896093704102932,638896093705184049,1081117,108.1117
0,sorting,1000000,19,3,638896093705196129,638896093706277470,1081341,108.1341
0,heap,1000000,19,3,638896093706291793,638896093707399558,1107765,110.7765
0,sorting,1000000,19,4,638896093707414174,638896093708502525,1088351,108.8351
0,heap,1000000,19,4,638896093708515758,638896093709592776,1077018,107.7018
0,sorting,1000000,19,5,638896093709606149,638896093710697628,1091479,109.1479
0,heap,1000000,19,5,638896093710710619,638896093711786952,1076333,107.6333
0,sorting,1000000,19,6,638896093711800128,638896093712904299,1104171,110.4171
0,heap,1000000,19,6,638896093712919314,638896093713999367,1080053,108.0053
0,sorting,1000000,19,7,638896093714013073,638896093715096561,1083488,108.3488
0,heap,1000000,19,7,638896093715109564,638896093716184675,1075111,107.5111
0,sorting,1000000,19,8,638896093716197675,638896093717291141,1093466,109.3466
0,heap,1000000,19,8,638896093717305906,638896093718379426,1073520,107.352
0,sorting,1000000,19,9,638896093718391706,638896093719494671,1102965,110.2965
0,heap,1000000,19,9,638896093719507118,638896093720586772,1079654,107.9654
0,sorting,1000000,19,10,638896093720599865,638896093721678586,1078721,107.8721
0,heap,1000000,19,10,638896093721691779,638896093722777534,1085755,108.5755
0,sorting,1000000,19,11,638896093722790718,638896093723892427,1101709,110.1709
0,heap,1000000,19,11,638896093723906573,638896093725003962,1097389,109.7389
0,sorting,1000000,19,12,638896093725017573,638896093726110220,1092647,109.2647
0,heap,1000000,19,12,638896093726124546,638896093727201199,1076653,107.6653
0,sorting,1000000,19,13,638896093727214698,638896093728296761,1082063,108.2063
0,heap,1000000,19,13,638896093728310241,638896093729392293,1082052,108.2052
0,sorting,1000000,19,14,638896093729405862,638896093730490459,1084597,108.4597
0,heap,1000000,19,14,638896093730504243,638896093731609163,1104920,110.492
0,sorting,1000000,19,15,638896093731622507,638896093732706023,1083516,108.3516
0,heap,1000000,19,15,638896093732720115,638896093733833438,1113323,111.3323
0,sorting,1000000,19,16,638896093733846465,638896093734923138,1076673,107.6673
0,heap,1000000,19,16,638896093734935291,638896093736031662,1096371,109.6371
0,sorting,1000000,19,17,638896093736044573,638896093737122525,1077952,107.7952
0,heap,1000000,19,17,638896093737136171,638896093738228066,1091895,109.1895
0,sorting,1000000,19,18,638896093738242459,638896093739343337,1100878,110.0878
0,heap,1000000,19,18,638896093739356782,638896093740454156,1097374,109.7374
0,sorting,1000000,19,19,638896093740467779,638896093741545133,1077354,107.7354
0,heap,1000000,19,19,638896093741558702,638896093742635716,1077014,107.7014
0,sorting,1000000,19,20,638896093742648062,638896093743740029,1091967,109.1967
0,heap,1000000,19,20,638896093743754100,638896093744871941,1117841,111.7841
0,sorting,1000000,41,1,638896093744885463,638896093745970154,1084691,108.4691
0,heap,1000000,41,1,638896093745983491,638896093747073633,1090142,109.0142
0,sorting,1000000,41,2,638896093747087090,638896093748165710,1078620,107.862
0,heap,1000000,41,2,638896093748179298,638896093749256511,1077213,107.7213
0,sorting,1000000,41,3,638896093749270529,638896093750344896,1074367,107.4367
0,heap,1000000,41,3,638896093750359063,638896093751446226,1087163,108.7163
0,sorting,1000000,41,4,638896093751460008,638896093752541053,1081045,108.1045
0,heap,1000000,41,4,638896093752554430,638896093753633430,1079000,107.9
0,sorting,1000000,41,5,638896093753647005,638896093754725985,1078980,107.898
0,heap,1000000,41,5,638896093754739418,638896093755888159,1148741,114.8741
0,sorting,1000000,41,6,638896093755901334,638896093757008909,1107575,110.7575
0,heap,1000000,41,6,638896093757022700,638896093758112698,1089998,108.9998
0,sorting,1000000,41,7,638896093758126148,638896093759209868,1083720,108.372
0,heap,1000000,41,7,638896093759223827,638896093760306320,1082493,108.2493
0,sorting,1000000,41,8,638896093760319783,638896093761410076,1090293,109.0293
0,heap,1000000,41,8,638896093761422274,638896093762562776,1140502,114.0502
0,sorting,1000000,41,9,638896093762577064,638896093763658982,1081918,108.1918
0,heap,1000000,41,9,638896093763672906,638896093764778099,1105193,110.5193
0,sorting,1000000,41,10,638896093764792612,638896093765873320,1080708,108.0708
0,heap,1000000,41,10,638896093765890765,638896093766979719,1088954,108.8954
0,sorting,1000000,41,11,638896093766997505,638896093768134365,1136860,113.686
0,heap,1000000,41,11,638896093768148721,638896093769245251,1096530,109.653
0,sorting,1000000,41,12,638896093769259051,638896093770334069,1075018,107.5018
0,heap,1000000,41,12,638896093770346891,638896093771424494,1077603,107.7603
0,sorting,1000000,41,13,638896093771438021,638896093772518841,1080820,108.082
0,heap,1000000,41,13,638896093772531970,638896093773613879,1081909,108.1909
0,sorting,1000000,41,14,638896093773628566,638896093774707909,1079343,107.9343
0,heap,1000000,41,14,638896093774721893,638896093775836959,1115066,111.5066
0,sorting,1000000,41,15,638896093775849713,638896093776934610,1084897,108.4897
0,heap,1000000,41,15,638896093776947715,638896093778029385,1081670,108.167
0,sorting,1000000,41,16,638896093778043416,638896093779128559,1085143,108.5143
0,heap,1000000,41,16,638896093779142293,638896093780233006,1090713,109.0713
0,sorting,1000000,41,17,638896093780247131,638896093781327046,1079915,107.9915
0,heap,1000000,41,17,638896093781340555,638896093782422586,1082031,108.2031
0,sorting,1000000,41,18,638896093782436406,638896093783515070,1078664,107.8664
0,heap,1000000,41,18,638896093783528809,638896093784661082,1132273,113.2273
0,sorting,1000000,41,19,638896093784675077,638896093785774281,1099204,109.9204
0,heap,1000000,41,19,638896093785787144,638896093786872439,1085295,108.5295
0,sorting,1000000,41,20,638896093786884818,638896093787972560,1087742,108.7742
0,heap,1000000,41,20,638896093787985713,638896093789066863,1081150,108.115
0,sorting,1000000,79,1,638896093789080232,638896093790158560,1078328,107.8328
0,heap,1000000,79,1,638896093790171982,638896093791243967,1071985,107.1985
0,sorting,1000000,79,2,638896093791257262,638896093792334267,1077005,107.7005
0,heap,1000000,79,2,638896093792348440,638896093793438973,1090533,109.0533
0,sorting,1000000,79,3,638896093793453085,638896093794535597,1082512,108.2512
0,heap,1000000,79,3,638896093794549406,638896093795625531,1076125,107.6125
0,sorting,1000000,79,4,638896093795637830,638896093796709120,1071290,107.129
0,heap,1000000,79,4,638896093796722235,638896093797821073,1098838,109.8838
0,sorting,1000000,79,5,638896093797834885,638896093798918997,1084112,108.4112
0,heap,1000000,79,5,638896093798933597,638896093800016380,1082783,108.2783
0,sorting,1000000,79,6,638896093800033332,638896093801122382,1089050,108.905
0,heap,1000000,79,6,638896093801136284,638896093802216296,1080012,108.0012
0,sorting,1000000,79,7,638896093802229986,638896093803327125,1097139,109.7139
0,heap,1000000,79,7,638896093803340764,638896093804469679,1128915,112.8915
0,sorting,1000000,79,8,638896093804483480,638896093805585299,1101819,110.1819
0,heap,1000000,79,8,638896093805599192,638896093806702834,1103642,110.3642
0,sorting,1000000,79,9,638896093806716420,638896093807795474,1079054,107.9054
0,heap,1000000,79,9,638896093807808121,638896093808906602,1098481,109.8481
0,sorting,1000000,79,10,638896093808920084,638896093810031586,1111502,111.1502
0,heap,1000000,79,10,638896093810046872,638896093811135609,1088737,108.8737
0,sorting,1000000,79,11,638896093811149718,638896093812219993,1070275,107.0275
0,heap,1000000,79,11,638896093812231994,638896093813309795,1077801,107.7801
0,sorting,1000000,79,12,638896093813322035,638896093814484626,1162591,116.2591
0,heap,1000000,79,12,638896093814497206,638896093815638921,1141715,114.1715
0,sorting,1000000,79,13,638896093815658018,638896093816774326,1116308,111.6308
0,heap,1000000,79,13,638896093816789035,638896093817872396,1083361,108.3361
0,sorting,1000000,79,14,638896093817885866,638896093818959982,1074116,107.4116
0,heap,1000000,79,14,638896093818973553,638896093820046368,1072815,107.2815
0,sorting,1000000,79,15,638896093820059754,638896093821135573,1075819,107.5819
0,heap,1000000,79,15,638896093821149132,638896093822229993,1080861,108.0861
0,sorting,1000000,79,16,638896093822244516,638896093823317699,1073183,107.3183
0,heap,1000000,79,16,638896093823331165,638896093824405029,1073864,107.3864
0,sorting,1000000,79,17,638896093824419894,638896093825510652,1090758,109.0758
0,heap,1000000,79,17,638896093825524044,638896093826597288,1073244,107.3244
0,sorting,1000000,79,18,638896093826610762,638896093827689078,1078316,107.8316
0,heap,1000000,79,18,638896093827703293,638896093828799681,1096388,109.6388
0,sorting,1000000,79,19,638896093828814081,638896093829897890,1083809,108.3809
0,heap,1000000,79,19,638896093829910436,638896093830988068,1077632,107.7632
0,sorting,1000000,79,20,638896093831000987,638896093832087600,1086613,108.6613
0,heap,1000000,79,20,638896093832100000,638896093833185664,1085664,108.5664
0,sorting,1000000,157,1,638896093833197551,638896093834294146,1096595,109.6595
0,heap,1000000,157,1,638896093834307320,638896093835398126,1090806,109.0806
0,sorting,1000000,157,2,638896093835412082,638896093836490273,1078191,107.8191
0,heap,1000000,157,2,638896093836503659,638896093837581228,1077569,107.7569
0,sorting,1000000,157,3,638896093837593575,638896093838671236,1077661,107.7661
0,heap,1000000,157,3,638896093838683503,638896093839762061,1078558,107.8558
0,sorting,1000000,157,4,638896093839776550,638896093840883315,1106765,110.6765
0,heap,1000000,157,4,638896093840897907,638896093841981959,1084052,108.4052
0,sorting,1000000,157,5,638896093841996346,638896093843071255,1074909,107.4909
0,heap,1000000,157,5,638896093843085294,638896093844157314,1072020,107.202
0,sorting,1000000,157,6,638896093844171719,638896093845268145,1096426,109.6426
0,heap,1000000,157,6,638896093845282750,638896093846386803,1104053,110.4053
0,sorting,1000000,157,7,638896093846401810,638896093847488588,1086778,108.6778
0,heap,1000000,157,7,638896093847502440,638896093848579812,1077372,107.7372
0,sorting,1000000,157,8,638896093848592552,638896093849662255,1069703,106.9703
0,heap,1000000,157,8,638896093849675121,638896093850751399,1076278,107.6278
0,sorting,1000000,157,9,638896093850764054,638896093851842415,1078361,107.8361
0,heap,1000000,157,9,638896093851856019,638896093852930257,1074238,107.4238
0,sorting,1000000,157,10,638896093852944918,638896093854020156,1075238,107.5238
0,heap,1000000,157,10,638896093854034285,638896093855119306,1085021,108.5021
0,sorting,1000000,157,11,638896093855133291,638896093856210740,1077449,107.7449
0,heap,1000000,157,11,638896093856225087,638896093857340261,1115174,111.5174
0,sorting,1000000,157,12,638896093857354459,638896093858471932,1117473,111.7473
0,heap,1000000,157,12,638896093858486459,638896093859565622,1079163,107.9163
0,sorting,1000000,157,13,638896093859579168,638896093860666799,1087631,108.7631
0,heap,1000000,157,13,638896093860680554,638896093861760828,1080274,108.0274
0,sorting,1000000,157,14,638896093861774570,638896093862853391,1078821,107.8821
0,heap,1000000,157,14,638896093862867687,638896093863955234,1087547,108.7547
0,sorting,1000000,157,15,638896093863968650,638896093865101734,1133084,113.3084
0,heap,1000000,157,15,638896093865116268,638896093866202323,1086055,108.6055
0,sorting,1000000,157,16,638896093866216252,638896093867296015,1079763,107.9763
0,heap,1000000,157,16,638896093867309682,638896093868399381,1089699,108.9699
0,sorting,1000000,157,17,638896093868413885,638896093869492455,1078570,107.857
0,heap,1000000,157,17,638896093869506307,638896093870598536,1092229,109.2229
0,sorting,1000000,157,18,638896093870612836,638896093871701132,1088296,108.8296
0,heap,1000000,157,18,638896093871714870,638896093872787686,1072816,107.2816
0,sorting,1000000,157,19,638896093872802475,638896093873876308,1073833,107.3833
0,heap,1000000,157,19,638896093873890098,638896093874973834,1083736,108.3736
0,sorting,1000000,157,20,638896093874987545,638896093876073590,1086045,108.6045
0,heap,1000000,157,20,638896093876087032,638896093877195676,1108644,110.8644
0,sorting,1000000,307,1,638896093877208723,638896093878281551,1072828,107.2828
0,heap,1000000,307,1,638896093878294216,638896093879371783,1077567,107.7567
0,sorting,1000000,307,2,638896093879385740,638896093880459889,1074149,107.4149
0,heap,1000000,307,2,638896093880473743,638896093881553314,1079571,107.9571
0,sorting,1000000,307,3,638896093881567335,638896093882678881,1111546,111.1546
0,heap,1000000,307,3,638896093882693616,638896093883785686,1092070,109.207
0,sorting,1000000,307,4,638896093883799671,638896093884894117,1094446,109.4446
0,heap,1000000,307,4,638896093884908600,638896093886014212,1105612,110.5612
0,sorting,1000000,307,5,638896093886028558,638896093887110666,1082108,108.2108
0,heap,1000000,307,5,638896093887124714,638896093888210430,1085716,108.5716
0,sorting,1000000,307,6,638896093888226234,638896093889321103,1094869,109.4869
0,heap,1000000,307,6,638896093889334070,638896093890425686,1091616,109.1616
0,sorting,1000000,307,7,638896093890439944,638896093891520819,1080875,108.0875
0,heap,1000000,307,7,638896093891534726,638896093892614023,1079297,107.9297
0,sorting,1000000,307,8,638896093892626948,638896093893707972,1081024,108.1024
0,heap,1000000,307,8,638896093893723901,638896093894860154,1136253,113.6253
0,sorting,1000000,307,9,638896093894876862,638896093895957059,1080197,108.0197
0,heap,1000000,307,9,638896093895970364,638896093897054544,1084180,108.418
0,sorting,1000000,307,10,638896093897068876,638896093898149494,1080618,108.0618
0,heap,1000000,307,10,638896093898163844,638896093899272329,1108485,110.8485
0,sorting,1000000,307,11,638896093899290562,638896093900368864,1078302,107.8302
0,heap,1000000,307,11,638896093900384291,638896093901477497,1093206,109.3206
0,sorting,1000000,307,12,638896093901491829,638896093902567237,1075408,107.5408
0,heap,1000000,307,12,638896093902581692,638896093903664166,1082474,108.2474
0,sorting,1000000,307,13,638896093903678485,638896093904758498,1080013,108.0013
0,heap,1000000,307,13,638896093904772934,638896093905944660,1171726,117.1726
0,sorting,1000000,307,14,638896093905963775,638896093907046292,1082517,108.2517
